category_class	label	harrisons_view	mondo_txgnn	mondo_top_grouping	medical_specialization	txgnn	anatomical	is_pathogen_caused	is_cancer	is_glucose_dysfunction	tag_existing_treatment	tag_qaly_lost
MONDO:0002295	skin glomus tumor	cancer_or_benign_tumor|integumentary_system_disorder	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor	dermatology|oncology	cancer|inflammatory_disease	skin_disorder|vascular_disorder|joint_disorder|muscle_disorder|bone_disorder	false	true	false	true	low
MONDO:0002297	epidermal appendage tumor	cancer_or_benign_tumor|integumentary_system_disorder	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor	dermatology|oncology	cancer|neoplasm|skin_disease	reproductive_system_disorder|skin_disorder	false	false	false	false	medium
MONDO:0002298	cutaneous glomangioma	cancer_or_benign_tumor|integumentary_system_disorder	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor	dermatology|oncology	cancer	skin_disorder|vascular_disorder	false	false	false	false	low
MONDO:0002299	glomangioma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	neurology|oncology	cancer|adrenal_gland_disease	spinal_disorder|brain_disorder	false	false	false	false	medium
MONDO:0002300	dermis tumor	integumentary_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder	oncology|dermatology	inflammatory_disease|autoimmune_diseases|cancer	skin_disorder	false	true	false	false	low
MONDO:0002301	frontal sinus squamous cell carcinoma	respiratory_system_disorder|nervous_system_disorder|connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder|otorhinolaryngologic_disease	cancer_or_benign_tumor	cancer_or_benign_tumor|otorhinolaryngologic_disease|musculoskeletal_system_disorder|connective_tissue_disorder|nervous_system_disorder|respiratory_system_disorder	oncology|otolaryngology	frontal_sinus_squamous_cell_carcinoma_is_a_type_of_cancer|cancer	upper_gastrointestinal_disorder|throat_disorder|lung_disorder|nose_disorder	false	true	false	false	high
MONDO:0002303	central retinal vein occlusion	disorder_of_visual_system|cardiovascular_disorder|nervous_system_disorder	cardiovascular_disorder	disorder_of_visual_system|cardiovascular_disorder|nervous_system_disorder|disorder_of_orbital_region	ophthalmology|neurology	inflammatory_disease|autoimmune_diseases|cardiovascular_disorder	eye_disorder|vascular_disorder	false	false	false	true	medium
MONDO:0002304	protein S deficiency	hematologic_disorder	other	hematologic_disorder	hematology|cardiology	metabolic_disorder|anemia	liver_disorder|vascular_disorder	false	false	false	true	high
MONDO:0002305	thrombophilia	hematologic_disorder	other	hematologic_disorder	hematology|cardiology|genetics_and_genomics	metabolic_disorder|cardiovascular_disorder	blood_bone_marrow_disorder|vascular_disorder	false	false	false	false	medium
MONDO:0002306	angular blepharoconjunctivitis	disorder_of_visual_system|inflammatory_disease	other	disorder_of_visual_system|inflammatory_disease|disorder_of_orbital_region	ophthalmology|dermatology	inflammatory_disease|autoimmune_diseases	skin_disorder|eye_disorder	true	false	false	true	low
MONDO:0002307	blepharoconjunctivitis	disorder_of_visual_system|inflammatory_disease	other	disorder_of_visual_system|disorder_of_orbital_region|inflammatory_disease	ophthalmology|dermatology	autoimmune_diseases|inflammatory_disease	eye_disorder	true	false	false	true	low
MONDO:0002308	giant papillary conjunctivitis	disorder_of_visual_system|inflammatory_disease	other	disorder_of_visual_system|disorder_of_orbital_region|inflammatory_disease	ophthalmology|dermatology	autoimmune_diseases|inflammatory_disease	upper_gastrointestinal_disorder|eye_disorder	true	false	false	true	medium
MONDO:0002309	papillary conjunctivitis	disorder_of_visual_system|inflammatory_disease	other	disorder_of_visual_system|disorder_of_orbital_region|inflammatory_disease	ophthalmology	autoimmune_diseases|inflammatory_disease	eye_disorder	true	false	false	true	low
MONDO:0002310	anterior dislocation of lens	disorder_of_visual_system	other	disorder_of_visual_system|disorder_of_orbital_region	ophthalmology|neurology	corrected_to_match_the_format_specified___inflammatory_disease|anterior_dislocation_of_lens|eye_disorder|trauma|inflammation|injury	spinal_disorder|eye_disorder|muscle_disorder	false	false	false	false	medium
MONDO:0002311	retinal vascular disorder	disorder_of_visual_system|cardiovascular_disorder|nervous_system_disorder	cardiovascular_disorder	disorder_of_visual_system|cardiovascular_disorder|nervous_system_disorder|disorder_of_orbital_region	ophthalmology|neurology	inflammatory_disease|metabolic_disorder|cardiovascular_disorder	eye_disorder|vascular_disorder	false	false	false	true	high
MONDO:0002312	opportunistic mycosis	infectious_disease	infectious_disease	infectious_disease	pulmonology|dermatology|immunology	autoimmune_diseases|inflammatory_disease|cancer	lung_disorder|immune_disorder|skin_disorder	true	false	false	true	high
MONDO:0002313	vernal conjunctivitis	disorder_of_visual_system|inflammatory_disease	other	disorder_of_visual_system|inflammatory_disease|disorder_of_orbital_region	ophthalmology|allergy_and_immunology	autoimmune_diseases|inflammatory_disease	eye_disorder|nose_disorder	false	false	false	true	low
MONDO:0002314	chronic conjunctivitis	disorder_of_visual_system|inflammatory_disease	other	disorder_of_visual_system|inflammatory_disease|disorder_of_orbital_region	ophthalmology	allergy|autoimmune_diseases|inflammatory_disease	eye_disorder|nose_disorder	false	false	false	true	medium
MONDO:0002316	motor peripheral neuropathy	nervous_system_disorder	other	nervous_system_disorder	orthopaedic|neurology	neurodegenerative_disease|autoimmune_diseases|inflammatory_disease|metabolic_disorder	spinal_disorder|muscle_disorder	false	false	false	false	high
MONDO:0002317	central nervous system origin vertigo	nervous_system_disorder	other	nervous_system_disorder	otolaryngology|neurology	neurodegenerative_disease|central_nervous_system_origin	ear_disorder|brain_disorder|central_nervous_system_disorder	false	false	false	true	medium
MONDO:0002318	trachea leiomyoma	respiratory_system_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|musculoskeletal_system_disorder|respiratory_system_disorder	pulmonology|cardiothoracic|otolaryngology	cancer|cardiovascular_disorder	throat_disorder|lung_disorder|muscle_disorder	false	false	false	false	low
MONDO:0002319	phosphorus metabolism disease	metabolic_disease	metabolic_disease	metabolic_disease	endocrinology|genetics_and_genomics	phosphorus_metabolism_disease|metabolic_disorder	kidney_disorder|endocrine_disorder|liver_disorder	false	false	false	false	high
MONDO:0002320	congenital nervous system disorder	nervous_system_disorder	other	nervous_system_disorder	neurology|genetics_and_genomics|pediatric	congenital_nervous_system_disorder|neurodegenerative_disease	brain_disorder|spinal_disorder	false	false	false	false	high
MONDO:0002321	sensory peripheral neuropathy	nervous_system_disorder	other	nervous_system_disorder	neurology	autoimmune_diseases|neurodegenerative_disease|inflammatory_disease	nerve_disorder|muscle_disorder|spinal_disorder	false	false	false	false	medium
MONDO:0002322	angiodysplasia	cardiovascular_disorder	cardiovascular_disorder	cardiovascular_disorder	gastroenterology|cardiology|hepatology|hematology	vascular_disease|cardiovascular_disorder	lower_gastrointestinal_disorder|vascular_disorder	false	false	false	false	medium
MONDO:0002323	cherry hemangioma	integumentary_system_disorder|cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|integumentary_system_disorder|cardiovascular_disorder	dermatology|hematology	cancer|skin_condition	skin_disorder|vascular_disorder	false	false	false	false	low
MONDO:0002325	tooth erosion, non-bacterial	musculoskeletal_system_disorder	other	mouth_disorder|musculoskeletal_system_disorder	gastroenterology|pediatric|oral_surgery	metabolic_disorder|oral_health_disorder	lower_gastrointestinal_disorder|teeth_disorder	false	false	false	true	medium
MONDO:0002326	alcohol-induced mental disorder	nervous_system_disorder|psychiatric_disorder	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder	neurology|psychiatry	mental_health_disorder|alcohol_induced_mental_disorder	brain_disorder|liver_disorder	false	false	false	true	high
MONDO:0002327	intracranial cavernous angioma	hematologic_disorder|cancer_or_benign_tumor|nervous_system_disorder|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder|hematologic_disorder|nervous_system_disorder	neurology|oncology	cancer|neurological_disease	vascular_disorder|brain_disorder	false	false	false	true	high
MONDO:0002328	intracranial hemangioma	cancer_or_benign_tumor|nervous_system_disorder|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder|nervous_system_disorder	neurology|oncology	cancer|neurodegenerative_disease	vascular_disorder|brain_disorder	false	false	false	false	medium
MONDO:0002329	testicular disorder	endocrine_system_disorder|reproductive_system_disorder	endocrine_system_disorder	reproductive_system_disorder|endocrine_system_disorder	urology|oncology	cancer|anemia|metabolic_disorder|autoimmune_diseases|inflammatory_disease	reproductive_system_disorder	false	false	false	false	medium
MONDO:0002330	alcoholic psychosis	nervous_system_disorder|psychiatric_disorder	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder	neurology|psychiatry	mental_health_disorder|alcohol_dependance	brain_disorder|liver_disorder	false	false	false	true	high
MONDO:0002331	nephrosis	urinary_system_disorder	other	urinary_system_disorder	urology|renal_medicine	metabolic_disorder|autoimmune_diseases	kidney_disorder|urinary_tract_disorder	false	false	false	true	high
MONDO:0002332	splenic disorder	hematologic_disorder|immune_system_disorder	other	immune_system_disorder|hematologic_disorder	genetics_and_genomics|pediatric|allergy_and_immunology|hematology|oncology|gastroenterology	autoimmune_diseases|inflammatory_disease	lymphatic_disorder|immune_disorder	false	false	false	false	medium
MONDO:0002333	splenic abscess	hematologic_disorder|infectious_disease|immune_system_disorder	infectious_disease	immune_system_disorder|infectious_disease|hematologic_disorder	neurology|hematology|oncology	cancer|autoimmune_diseases|inflammatory_disease	lymphatic_disorder|immune_disorder|liver_disorder|blood_bone_marrow_disorder	true	false	false	true	medium
MONDO:0002334	hematopoietic and lymphoid system neoplasm	cancer_or_benign_tumor|hematologic_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|hematologic_disorder	hematology|oncology	cancer|anemia|hematologic_cancers|autoimmune_diseases	lymphatic_disorder|immune_disorder|blood_bone_marrow_disorder	false	true	false	true	high
MONDO:0002337	intra-abdominal hemangioma	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder	hepatology|hematology|oncology|gastroenterology	cancer|adrenal_gland_disease	vascular_disorder|liver_disorder	false	false	false	false	low
MONDO:0002338	extratemporal epilepsy	nervous_system_disorder	other	nervous_system_disorder	neurology|pediatric	epilepsy|neurodegenerative_disease	brain_disorder|spinal_disorder	false	false	false	true	high
MONDO:0002340	tactile epilepsy	nervous_system_disorder	other	nervous_system_disorder	neurology|pediatric	mental_health_disorder|neurodegenerative_disease|autoimmune_diseases|inflammatory_disease	brain_disorder|muscle_disorder	false	false	false	true	medium
MONDO:0002341	granulomatous angiitis	inflammatory_disease|cardiovascular_disorder	cardiovascular_disorder	cardiovascular_disorder|inflammatory_disease	rheumatology|dermatology|pulmonology	autoimmune_diseases|inflammatory_disease	vascular_disorder|immune_disorder	true	false	false	true	high
MONDO:0002342	chondromalacia	musculoskeletal_system_disorder	other	musculoskeletal_system_disorder	orthopaedic|rheumatology	metabolic_disorder|neurodegenerative_disease|inflammatory_disease	joint_disorder|bone_disorder	false	false	false	false	medium
MONDO:0002343	splenic hemangioma	hematologic_disorder|cancer_or_benign_tumor|immune_system_disorder|cardiovascular_disorder	cancer_or_benign_tumor|cardiovascular_disorder	immune_system_disorder|cancer_or_benign_tumor|cardiovascular_disorder|hematologic_disorder	pediatric|hematology|oncology	cancer	lymphatic_disorder|vascular_disorder|liver_disorder	false	false	false	false	low
MONDO:0002345	cervicitis	reproductive_system_disorder	other	reproductive_system_disorder	rheumatology|obstetrics_and_gynecology	autoimmune_diseases|inflammatory_disease	reproductive_system_disorder|throat_disorder	true	false	false	true	medium
MONDO:0002347	barbiturate dependence	psychiatric_disorder	psychiatric_disorder	psychiatric_disorder	neurology|psychiatry	metabolic_disorder|mental_health_disorder|neurodegenerative_disease	brain_disorder|liver_disorder	false	false	false	false	medium
MONDO:0002350	familial nephrotic syndrome	syndromic_disease|urinary_system_disorder|hereditary_disease	other	urinary_system_disorder|hereditary_disease|syndromic_disease	genetics_and_genomics|renal_medicine|pediatric	metabolic_disorder|autoimmune_diseases|inflammatory_disease	immune_disorder|kidney_disorder	false	false	false	false	high
MONDO:0002351	glottis cancer	cancer_or_benign_tumor|respiratory_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder	otolaryngology|pulmonology|oncology	cancer	lower_gastrointestinal_disorder|throat_disorder	false	true	false	true	high
MONDO:0002352	larynx cancer	cancer_or_benign_tumor|respiratory_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder	otolaryngology|oncology	inflammatory_disease|cancer|adrenal_gland_disease|autoimmune_diseases	larynx_cancer|throat_disorder	false	true	false	true	high
MONDO:0002353	glottis neoplasm	cancer_or_benign_tumor|respiratory_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder	otolaryngology|oncology	cancer|glottis_neoplasm_falls_under_this_category_because_it_refers_to_a_tumor_of_the_vocal_cords_in_the_larynx	throat_disorder|lung_disorder	false	true	false	false	high
MONDO:0002354	benign laryngeal neoplasm	cancer_or_benign_tumor|respiratory_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder	otolaryngology|oncology	cancer|neoplasma	throat_disorder	false	false	false	false	low
MONDO:0002355	glottis carcinoma	cancer_or_benign_tumor|respiratory_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder	otolaryngology|pulmonology|oncology	cancer|adrenal_gland_disease	lower_gastrointestinal_disorder|throat_disorder	false	true	false	true	high
MONDO:0002356	pancreas disorder	digestive_system_disorder|endocrine_system_disorder	endocrine_system_disorder	digestive_system_disorder|endocrine_system_disorder	endocrinology|gastroenterology	inflammatory_disease|metabolic_disorder|autoimmune_diseases	endocrine_disorder|upper_gastrointestinal_disorder	false	false	false	false	high
MONDO:0002357	hepatic flexure cancer	digestive_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder	hepatology|oncology|gastroenterology	cancer|adrenal_gland_disease	liver_disorder|upper_gastrointestinal_disorder	false	true	false	true	high
MONDO:0002358	laryngeal carcinoma	cancer_or_benign_tumor|respiratory_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder	otolaryngology|pulmonology|oncology	cancer|laryngeal_carcinoma_is_a_type_of_cancer	throat_disorder|lung_disorder	false	true	false	true	high
MONDO:0002359	periosteal chondroma	cancer_or_benign_tumor|connective_tissue_disorder|musculoskeletal_system_disorder	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder	orthopaedic|oncology	inflammatory_disease|cancer|metabolic_disorder	joint_disorder|bone_disorder	false	false	false	false	low
MONDO:0002360	chondroma	cancer_or_benign_tumor|connective_tissue_disorder|musculoskeletal_system_disorder	cancer_or_benign_tumor	connective_tissue_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder	orthopaedic|rheumatology|oncology	cancer|tumor	joint_disorder|bone_disorder	false	false	false	false	low
MONDO:0002361	transverse colon cancer	digestive_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder	oncology|gastroenterology	cancer|adrenal_gland_disease	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder	false	true	false	true	high
MONDO:0002362	serous surface papilloma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	dermatology|oncology	cancer	skin_disorder|eye_disorder|upper_gastrointestinal_disorder	false	false	false	false	low
MONDO:0002363	papilloma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	dermatology|oncology	inflammatory_disease|cancer	skin_disorder|reproductive_system_disorder	true	false	false	true	low
MONDO:0002365	kidney hemangiopericytoma	cancer_or_benign_tumor|urinary_system_disorder	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor	urology|renal_medicine|oncology|hematology	cancer|tumor	vascular_disorder|kidney_disorder	false	true	false	false	medium
MONDO:0002366	autonomic nervous system neoplasm	cancer_or_benign_tumor|nervous_system_disorder	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor	neurology|oncology	autonomic_nervous_system_neoplasm|cancer	brain_disorder|spinal_disorder	false	true	false	false	high
MONDO:0002367	kidney cancer	cancer_or_benign_tumor|urinary_system_disorder	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor	urology|renal_medicine|oncology	cancer|adrenal_gland_disease	kidney_disorder|urinary_tract_disorder	false	true	false	true	high
MONDO:0002368	papillary serous cystadenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	obstetrics_and_gynecology|oncology	cancer|adrenal_gland_disease	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder|liver_disorder	false	true	false	false	very_high
MONDO:0002369	cystadenoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	urology|oncology	cancer|gland_disease|tumor	liver_disorder	false	false	false	false	low
MONDO:0002370	ovarian Brenner tumor	cancer_or_benign_tumor|endocrine_system_disorder|reproductive_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|reproductive_system_disorder|endocrine_system_disorder	obstetrics_and_gynecology|oncology	cancer|adrenal_gland_disease	ovarian_disorder|reproductive_system_disorder	false	true	false	false	low
MONDO:0002371	breast pericanalicular fibroadenoma	cancer_or_benign_tumor|breast_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|breast_disorder	obstetrics_and_gynecology|oncology	cancer|benign_tumor|gland_disease	skin_disorder|reproductive_system_disorder	false	false	false	false	none
MONDO:0002372	ovarian monodermal and highly specialized teratoma	cancer_or_benign_tumor|endocrine_system_disorder|reproductive_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|reproductive_system_disorder|endocrine_system_disorder	obstetrics_and_gynecology|oncology	cancer|teratoma_is_a_type_of_cancer	reproductive_system_disorder	false	true	false	false	high
MONDO:0002373	benign mesothelioma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	oncology|pulmonology	cancer|adrenal_gland_disease	lower_gastrointestinal_disorder|lung_disorder	false	false	false	false	low
MONDO:0002375	sebaceous adenoma	integumentary_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder	dermatology|oncology	cancer|skin_disease	eye_disorder|skin_disorder	false	false	false	false	low
MONDO:0002376	spleen angiosarcoma	digestive_system_disorder|cancer_or_benign_tumor|hematologic_disorder|cardiovascular_disorder|immune_system_disorder	cancer_or_benign_tumor|cardiovascular_disorder	cancer_or_benign_tumor|immune_system_disorder|cardiovascular_disorder|digestive_system_disorder|hematologic_disorder	oncology|hematology	cancer|adrenal_gland_disease	lymphatic_disorder|vascular_disorder	false	true	false	false	very_high
MONDO:0002377	breast intracanalicular fibroadenoma	cancer_or_benign_tumor|breast_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|breast_disorder	genetics_and_genomics|obstetrics_and_gynecology|oncology	cancer|breast_disease	soft_tissue_disorder|breast_disorder|reproductive_system_disorder	false	false	false	true	none
MONDO:0002378	dermoid cyst	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	pediatric|dermatology	inflammatory_disease|cancer|dermoid_cyst	skin_disorder	false	false	false	false	low
MONDO:0002379	cystic teratoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	obstetrics_and_gynecology|oncology	cancer|adrenal_gland_disease	ovarian_cancer|bone_disorder|reproductive_system_disorder	false	true	false	true	medium
MONDO:0002380	myoepithelial tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	surgical_oncology|oncology|pathology	cancer|adrenal_gland_disease	muscle_disorder	false	true	false	false	medium
MONDO:0002381	sweat gland neoplasm	integumentary_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder	dermatology|oncology	inflammation|inflammatory_disease|neoplastic_diseases|cancer|adrenal_gland_disease|sweat_gland_disease|skin_cancer|autoimmune_diseases|all_inflammation|cancer____corrected_to___adrenal_gland_disease	skin_disorder|reproductive_system_disorder	false	true	false	false	medium
MONDO:0002382	benign mesenchymoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	orthopaedic|oncology	cancer|adrenal_gland_disease	muscle_disorder|spinal_disorder|bone_disorder	false	false	false	false	low
MONDO:0002383	Pacinian tumor	cancer_or_benign_tumor|nervous_system_disorder	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor	neurology|dermatology	cancer|neurodegenerative_disease	nerve_disorder|muscle_disorder	false	false	false	false	medium
MONDO:0002385	benign cystic nephroma	cancer_or_benign_tumor|urinary_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder	urology|renal_medicine	cancer|adrenal_gland_disease	kidney_disorder|urinary_tract_disorder	false	false	false	true	low
MONDO:0002386	mixed epithelial stromal tumor of the kidney	cancer_or_benign_tumor|urinary_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder	urology|renal_medicine|oncology	cancer|kidney_disease|urological_disorder|tumor	kidney_disorder|urinary_tract_disorder	false	false	false	false	low
MONDO:0002387	liver angiosarcoma	cardiovascular_disorder|digestive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|cardiovascular_disorder|endocrine_system_disorder	cancer_or_benign_tumor|cardiovascular_disorder|digestive_system_disorder|endocrine_system_disorder	hepatology|oncology	cancer|adrenal_gland_disease	vascular_disorder|liver_disorder	false	true	false	false	very_high
MONDO:0002388	intracystic papillary adenoma	cancer_or_benign_tumor|breast_disorder|integumentary_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder|breast_disorder	urology|oncology	cancer|adrenal_gland_disease	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder|liver_disorder	false	false	false	false	low
MONDO:0002395	renal adenoma	cancer_or_benign_tumor|urinary_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder	urology|renal_medicine|oncology	cancer|renal_adenoma	renal_adenoma_fits_within_kidney_disorder_category|kidney_disorder	false	false	false	false	low
MONDO:0002396	nephrogenic adenofibroma	cancer_or_benign_tumor|urinary_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder	urology|renal_medicine	cancer|neoplasm	reproductive_system_disorder|kidney_disorder	false	false	false	false	low
MONDO:0002397	liver sarcoma	digestive_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|digestive_system_disorder|endocrine_system_disorder	hepatology|oncology	sarcoma|cancer|liver_cancer	lower_gastrointestinal_disorder|vascular_disorder|upper_gastrointestinal_disorder|liver_disorder	false	true	false	false	high
MONDO:0002398	mucinous adenofibroma	cancer_or_benign_tumor|connective_tissue_disorder|reproductive_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder|connective_tissue_disorder	oncology|gastroenterology	cancer|adrenal_gland_disease	lower_gastrointestinal_disorder|upper_gastrointestinal_disorder	false	false	false	false	low
MONDO:0002399	tenosynovial giant cell tumor, localized type	cancer_or_benign_tumor|connective_tissue_disorder|musculoskeletal_system_disorder	cancer_or_benign_tumor	cancer_or_benign_tumor|connective_tissue_disorder|musculoskeletal_system_disorder	orthopaedic|oncology	inflammatory_disease|cancer	joint_disorder|bone_disorder	false	true	false	true	medium
MONDO:0002400	synovitis	inflammatory_disease|musculoskeletal_system_disorder|connective_tissue_disorder	other	inflammatory_disease|musculoskeletal_system_disorder|connective_tissue_disorder	orthopaedic|rheumatology	inflammatory_disease|autoimmune_diseases	joint_disorder	true	false	false	false	medium
MONDO:0002401	malignant tenosynovial giant cell tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder	oncology|orthopaedic|rheumatology	inflammatory_disease|cancer	bone_disorder|joint_disorder	false	true	false	true	high
MONDO:0002402	malignant giant cell tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	oncology|orthopaedic	tumor|cancer|malignancy	bone_disorder|upper_gastrointestinal_disorder|joint_disorder	false	true	false	false	very_high
MONDO:0002403	synovium cancer	musculoskeletal_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor	oncology|rheumatology	inflammatory_disease|autoimmune_diseases|cancer	bone_disorder|joint_disorder	false	true	false	false	very_high
MONDO:0002404	liver hemangioma	endocrine_system_disorder|cardiovascular_disorder|cancer_or_benign_tumor|digestive_system_disorder	cancer_or_benign_tumor|cardiovascular_disorder|endocrine_system_disorder	cardiovascular_disorder|endocrine_system_disorder|cancer_or_benign_tumor|digestive_system_disorder	hematology|hepatology|gastroenterology	tumor|cancer|liver_disease	liver_disorder|vascular_disorder	false	false	false	false	low
MONDO:0002405	hepatic vascular disorder	endocrine_system_disorder|cardiovascular_disorder|digestive_system_disorder	cardiovascular_disorder|endocrine_system_disorder	cardiovascular_disorder|endocrine_system_disorder|digestive_system_disorder	hepatology|gastroenterology	cardiovascular_disorder|inflammatory_disease|metabolic_disorder	liver_disorder|vascular_disorder	false	false	false	false	high
MONDO:0002406	dermatitis	integumentary_system_disorder|inflammatory_disease	other	inflammatory_disease|integumentary_system_disorder	dermatology|allergic_reactions	allergy|inflammatory_disease|autoimmune_diseases	skin_disorder|immune_disorder	true	false	false	true	medium
MONDO:0002407	capillary hemangioma	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cardiovascular_disorder|cancer_or_benign_tumor	hematology|pulmonology|dermatology	cardiovascular_disorder|benign_tumor	skin_disorder|vascular_disorder	false	false	false	true	low
MONDO:0002408	hereditary hyperbilirubinemia	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease	hematology|pediatric|hepatology|genetics_and_genomics	metabolic_disorder|anemia	blood_bone_marrow_disorder|liver_disorder	false	false	false	false	low
MONDO:0002409	auditory system disorder		other		otolaryngology|neurology	neurodegenerative_disease|auditory_system_disorder_is_not_a_direct_match_to_any_of_the_categories__but_the_closest_fit_would_be_neurodegenerative_disease	brain_disorder|auditory_system_disorder_is_a_subset_of_both_ear_disorder_and_brain_disorder_so_it_would_be_classified_under_either|ear_disorder	false	false	false	false	high
MONDO:0002410	pyeloureteritis cystica	urinary_system_disorder|inflammatory_disease	other	inflammatory_disease|urinary_system_disorder	urology|renal_medicine	inflammatory_disease|autoimmune_diseases	urinary_tract_disorder|kidney_disorder	true	false	false	false	medium
MONDO:0002411	narcissistic personality disorder	psychiatric_disorder	psychiatric_disorder	psychiatric_disorder	neurology|psychiatry	mental_health_disorder|neurodegenerative_disease	brain_disorder|mental_health_disorder_is_not_in_the_list_so__brain_disorder	false	false	false	false	medium
MONDO:0002412	disorder of glycogen metabolism	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease	endocrinology|hepatology|genetics_and_genomics	disorder_of_glycogen_metabolism|metabolic_disorder	endocrine_disorder|liver_disorder	false	false	false	true	high
MONDO:0002413	glycogen storage disease I	metabolic_disease|hereditary_disease	metabolic_disease	hereditary_disease|metabolic_disease	endocrinology|pediatric|hepatology|genetics_and_genomics	metabolic_disorder|adrenal_gland_disease	endocrine_disorder|liver_disorder	false	false	true	true	high
